"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/menu-dessert.webp","Balanced treats prepared as part of weekly meal plans","53","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/drop-off-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Individual dessert portions for drop-off events","47","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/case-studies","https://www.mychef.ae/menu-dessert.webp","Dessert service for weddings and celebrations in Dubai","54","Root-Relative","//body/div/div/main/div/div/section[5]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gallery","https://www.mychef.ae/menu-dessert.webp","Dark Chocolate Fondant — private chef dubai","43","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[18]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-cooking-classes-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert plating at a chef-led dinner party","42","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Graduation dessert table and cake display","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Table Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/sugar-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Sugar-free dessert display","26","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/farewell-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Retirement dessert table and cake display","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/eid-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Traditional Eid sweets and desserts","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/eid-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Tables","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/pool-party-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Frozen dessert station by the pool","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Tiered afternoon tea cake stand","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Table Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/anniversary-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Celebration dessert for an anniversary dinner","45","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-dessert.webp","Balanced treats prepared as part of weekly meal plans","53","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/italian-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Italian dolci and tiramisu dessert display","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/valentines-day-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Valentine dessert and chocolate plating","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/valentines-day-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Table Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Arabic sweets and baklava display","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Fresh fruit and desserts for a picnic","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Sweet pairings for a mocktail bar","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/holi-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Colourful Indian sweets and desserts for Holi","45","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/reunion-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Reunion dessert table and shared sweets","39","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/vegetarian-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Vegetarian dessert display","26","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert table for a baby shower","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Themed baby shower sweets","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/baby-shower-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Luxury Dining Experiences","25","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/coffee-tea-service-dubai","https://www.mychef.ae/menu-dessert.webp","Sweet treats and scones for afternoon tea","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/fodmap-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Low-FODMAP fruit and dessert display","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/breakfast-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Fresh fruit and granola bowls","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/ramadan-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Ramadan sweets and desserts in Dubai","36","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/asian-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Asian dessert and mochi display","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=menus","https://www.mychef.ae/menu-dessert.webp","Balanced treats prepared as part of weekly meal plans","53","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/vegan-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dairy-free vegan dessert display","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/fathers-day-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Father's Day dessert table and cake","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/kids-birthday-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Themed kids dessert table","25","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/kids-birthday-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Table Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[4]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/halloween-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Halloween desserts and treats","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/keto-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Low-carb dessert display","24","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/gala-dinner-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Elegant dessert service at a gala dinner in Dubai","49","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/canape-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Sweet canapés and petit fours","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mothers-day-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Celebration cakes and pastries for Mum","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/pescatarian-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Light desserts for pescatarian events","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/oyster-bar-dubai","https://www.mychef.ae/menu-dessert.webp","Refined dessert to follow a seafood menu","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/menu-dessert.webp","Sweet grazing dessert display","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/grazing-table-dubai","https://www.mychef.ae/menu-dessert.webp","Baby Shower Catering","20","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/chinese-new-year-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Lunar New Year dessert table and tea service","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/mediterranean-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Mediterranean dessert and pastry display","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/uae-national-day-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Date and Arabic desserts for National Day","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Styled dessert table in Dubai","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dessert-table-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Birthday Catering","17","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/exhibition-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert display for exhibition events","37","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/party-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert table for a celebration","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/beach-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Coastal dessert display","23","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/bachelorette-party-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Styled dessert table for a bachelorette party","45","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dessert-cart-dubai","https://www.mychef.ae/menu-dessert.webp","Gelato and dessert cart at a Dubai event","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/shawarma-station-dubai","https://www.mychef.ae/menu-dessert.webp","Arabic desserts to follow a shawarma feast","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/diwali-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Traditional Diwali mithai and sweets","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/easter-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Easter desserts and chocolate treats","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[4]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/indian-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Indian dessert and mithai display","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/dairy-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dairy-free dessert display","26","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/dairy-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert Table Catering","22","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/halal-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Traditional halal dessert display","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/jain-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Jain dessert display","20","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/housewarming-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Dessert table for a housewarming party","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/gluten-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Gluten-free dessert display","27","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/nut-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Nut-free dessert display","24","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/nut-free-catering-dubai","https://www.mychef.ae/menu-dessert.webp","Birthday Catering","17","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[1]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/desert-dining-dubai","https://www.mychef.ae/menu-appetizer.webp","Arabic appetisers for desert dining in Dubai","44","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/menus","https://www.mychef.ae/menu-appetizer.webp","Truffle & Burrata Tartlet","25","Root-Relative","//body/div/div/main/div/section[4]/div/div[2]/div[1]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/villas-private-residences","https://www.mychef.ae/menu-appetizer.webp","Villa dining gallery 6","22","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div[2]/div[6]/img","Content","HTML","","400x300",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=home","https://www.mychef.ae/menu-appetizer.webp","Healthy appetiser-style dishes for weekly meal prep","51","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/tasting-menu-dubai","https://www.mychef.ae/menu-appetizer.webp","Artistic appetiser course from a tasting menu","45","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/gift-cards","https://www.mychef.ae/menu-appetizer.webp","Appetizers served during a private chef gift dinner","51","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/halal-private-dining-dubai","https://www.mychef.ae/menu-appetizer.webp","Elegant halal appetiser selection","33","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai","https://www.mychef.ae/menu-appetizer.webp","Healthy appetiser-style dishes for weekly meal prep","51","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/drop-off-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Shareable appetiser platters for drop-off catering","50","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/drop-off-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Business Lunch Catering","23","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/a[3]/div[1]/img","Content","HTML","","640x360",""
"Image","https://www.mychef.ae/case-studies","https://www.mychef.ae/menu-appetizer.webp","Elegant appetizers for private events in Dubai","46","Root-Relative","//body/div/div/main/div/div/section[5]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/gallery","https://www.mychef.ae/menu-appetizer.webp","Truffle & Burrata Tartlet — private chef dubai","46","Root-Relative","//body/div/div/main/div/section[3]/div/div[2]/div[15]/div/img","Content","HTML","","",""
"Image","https://www.mychef.ae/private-cooking-classes-dubai","https://www.mychef.ae/menu-appetizer.webp","Fresh ingredients prepared during a cooking class","49","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/graduation-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Graduation party appetisers and salads","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/sugar-free-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Reduced-sugar appetisers and salads","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/staff-meals-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Balanced staff meal sides and salads","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[5]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/staff-meals-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Office Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/farewell-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Farewell party appetisers and salads","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/eid-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Arabic mezze and appetizers for Eid","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[6]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Conference coffee break pastries and bites","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/conference-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Business Lunch Catering","23","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/pool-party-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Pool party appetisers in Dubai","30","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/afternoon-tea-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Afternoon tea savoury bites in Dubai","36","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/corporate-meal-prep-dubai","https://www.mychef.ae/menu-appetizer.webp","Fresh prepared meal components for corporate delivery","53","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/corporate-meal-prep-dubai","https://www.mychef.ae/menu-appetizer.webp","Office Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/weekly-meal-prep-dubai?utm_source=mychef.ae&utm_medium=starter_package_card&utm_campaign=catering-packages-dubai","https://www.mychef.ae/menu-appetizer.webp","Healthy appetiser-style dishes for weekly meal prep","51","Root-Relative","//body/div/div/main/div/div[1]/section[8]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/italian-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Italian antipasti spread catering in Dubai","42","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/production-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Fresh craft services selection for a production crew","52","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/production-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Office Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/valentines-day-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Romantic appetisers for a private dinner","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Arabic mezze appetizer spread in Dubai","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/arabic-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Grazing Tables","14","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/picnic-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Grazing box with cheeses and charcuterie","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/office-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Fresh office lunch spread of appetizers and sides","49","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/office-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Business Lunch Catering","23","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Fresh appetizers with mocktail service","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/mocktail-bar-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Corporate Catering","18","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[3]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Plated business lunch appetizer selection","41","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/business-lunch-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Office Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[9]/div/div/a[1]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/holi-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Indian starters and chaat for Holi catering","43","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/reunion-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Reunion appetisers and salads","29","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/vegetarian-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Vegetarian appetizers and mezze in Dubai","40","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/finger-food-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Sharing platters and bite-size food","35","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/coffee-tea-service-dubai","https://www.mychef.ae/menu-appetizer.webp","Pastries and snacks for coffee service","38","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/fodmap-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Low-FODMAP appetisers and salads","32","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/breakfast-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Morning appetisers and pastries","31","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[2]/img","Content","HTML","","800x600",""
"Image","https://www.mychef.ae/ramadan-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Arabic appetizers and mezze for Ramadan","39","Root-Relative","//body/div/div/main/div/div[1]/section[7]/div/div/div[3]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/ramadan-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Suhoor Catering","15","Root-Relative","//body/div/div/main/div/div[1]/section[10]/div/div/a[2]/div[1]/img","Content","HTML","","",""
"Image","https://www.mychef.ae/buffet-catering-dubai","https://www.mychef.ae/menu-appetizer.webp","Appetizer and salad buffet display","34","Root-Relative","//body/div/div/main/div/div[1]/section[6]/div/div/div[3]/img","Content","HTML","","",""
